Week,Song Name,Album Name,Artist Name,Streams,Sales,Airplay
2020-05-08,I am YOU,I am YOU,Stray Kids (스트레이 키즈),1,1,1
2020-05-08,Macavity,Cats: Highlights From the Motion Picture Soundtrack,Taylor Swift,1,1,1
2020-05-08,boN ApPeTit,Witness,Katy Perry,1,1,1
2020-05-08,So It Goes...,Reputation,Taylor Swift,1,1,1
2020-05-08,...Baby One More Time,...Baby One More Time,Britney Spears,1,1,1
2020-05-08,Call It What You Want,Reputation,Taylor Swift,2,2,1
2020-05-08,Skyscraper,Unbroken,Demi Lovato,1,1,1
2020-05-08,Physical,Future Nostalgia,Dua Lipa,1,1,1
2020-05-08,Look,Perfect Velvet - The 2nd Album,Red Velvet,1,1,1
2020-05-08,Getaway Car,Reputation,Taylor Swift,1,1,1
2020-05-08,IDGAF,Dua Lipa (Complete Edition),Dua Lipa,1,1,1
2020-05-08,Both Of Us (Feat.Taylor Swift),Strange Clouds,Taylor Swift & B.O.B,2,2,1
2020-05-08,Bad Boy,The Perfect Red Velvet - The 2nd Album Repackage - EP,Red Velvet (레드벨벳),1,1,1
2020-05-08,I Write Sins Not Tragedies,Introducing... Panic At The Disco (EP),Panic! at the Disco,1,1,1
2020-05-08,This Is How We Do,PRISM (Deluxe),Katy Perry,1,1,1
2020-05-08,Love Me Harder (Ariana Grande & The Weeknd),My Everything (Deluxe Edition),Ariana Grande,1,1,1
2020-05-08,Be Natural (feat. 태용 TAEYONG),Be Natural (feat. 태용 TAEYONG) - Single,Red Velvet (레드벨벳),1,1,1
2020-05-08,Complicated,Let Go CD 1,Avril Lavigne,1,1,1
2020-05-08,LATATA,I am,(G)I-DLE,1,1,1
2020-05-08,When You Love Someone,Every DAY6 October - Single,DAY6,1,1,1
2020-05-08,Rise,Rise - Single,Katy Perry,1,1,1
2020-05-08,Right Here,THE BOYZ 1st Single Album (THE SPHERE),더보이즈(THE BOYZ),2,2,1
2020-05-08,Um Oh Ah Yeh,Pink Funky,MAMAMOO,1,1,1
2020-05-08,Class Fight,K-12,Melanie Martinez,1,1,1
2020-05-08,Mr.Ambiguous,Hello - EP,MAMAMOO,2,2,1
2020-05-08,Summertime Sadness,Born to Die,Lana Del Rey,1,1,1
2020-05-08,Double Knot,Double Knot,Stray Kids,1,1,1
2020-05-08,I Wait,Every DAY6 January - Single,DAY6,1,1,1
2020-05-08,Blow Your Mind (Mwah),Dua Lipa (Deluxe),Dua Lipa,1,1,1
2020-05-08,Stupid Hoe,Pink Friday ... Roman Reloaded (Deluxe Edition),Nicki Minaj,2,2,1
2020-05-08,불꽃놀이 (Remember Me),OH MY GIRL 6th Mini Album [REMEMBER ME],OH MY GIRL,1,1,1
2020-05-08,Girls Girls Girls,Got It? - EP,GOT7 - PlanetLagu.com,1,1,1
2020-05-08,One Last Time,My Everything (Deluxe Edition),Ariana Grande,2,2,1
2020-05-08,Manse,SEVENTEEN 2nd Mini Album - Boys Be,Seventeen,1,1,1
2020-05-08,La La Land,Don't Forget,Demi Lovato,1,1,1
2020-05-08,Teacher's Pet,K-12,Melanie Martinez,1,1,1
2020-05-08,That's My Girl,7/27,Fifth Harmony,1,1,1
2020-05-08,Circus,Circus (Deluxe Version),Britney Spears,1,1,1
2020-05-08,NONSTOP,NONSTOP - EP,OH MY GIRL,1,1,1
2020-05-08,If U Seek Amy,Circus (Deluxe Version),Britney Spears,1,1,1
2020-05-08,Story of My Life,Midnight Memories (Deluxe),1世代,1,1,1
2020-05-08,Popular Song,Yours Truly,Ariana Grande,2,2,1
