Week,Position,Rise/Fall,Previous Rank,New Peak?,Re-peak?,Total Weighted Points,%,Song,Artist,Album,Streams,Sales,Airplay,Streams Points,Sales Points,Airplay Points,Streams Units,Sales Units,Airplay Units,Streams %,Sales %,Airplay %,Total Units,Current Week Points,Previous Week Points,Two Weeks Ago Points,Peak,WOC,Peak Streak
2025-09-05,1,1,2,False,True,509,0.21,Stacy's Mom,Bowling for Soup,I've Never Done Anything Like This,34,34,1,170,102,2,44571450,7796,10301040,0.87,0.1,0.03,220731,274,126,107,1,5,3
2025-09-05,2,2,4,False,False,488,0.21,Weightless,All Time Low,Nothing Personal (Deluxe Version),33,33,1,165,99,2,43451100,7600,10346220,0.87,0.1,0.03,215270,266,120,100,1,6,1
2025-09-05,3,4,7,False,False,416,0.3,Wake Me Up When September Ends,Green Day,American Idiot,39,38,2,195,114,4,60698137,10342,24442380,0.85,0.09,0.05,299726,313,96,5,1,53,2
2025-09-05,4,-3,1,False,False,396,-0.36,My Man on Willpower,Sabrina Carpenter,Man’s Best Friend,27,23,3,135,69,6,35706825,5320,31174199,0.81,0.08,0.11,171031,210,185,0,1,2,1
2025-09-05,5,32,37,False,False,296,1.39,Always,blink-182,blink-182,29,29,1,145,87,2,37681875,6591,10210680,0.87,0.1,0.04,187089,234,37,23,3,29,1
2025-09-05,6,-1,5,False,False,278,-0.19,A Little Less Sixteen Candles a Little More Touch Me,Fall Out Boy,From Under the Cork Tree,11,11,1,55,33,2,14928375,2611,10662480,0.82,0.09,0.09,76153,90,103,84,3,8,3
2025-09-05,7,-1,6,False,False,265,-0.2,Can't Keep My Hands Off You (feat. Rivers Cuomo),Simple Plan,Get Your Heart On! (Deluxe Edition),11,11,1,55,33,2,16516500,2888,11791980,0.82,0.09,0.09,84203,90,99,75,1,13,3
2025-09-05,8,-5,3,False,False,263,-0.37,Manchild,Sabrina Carpenter,Manchild,11,11,1,55,33,2,15690675,2744,11204640,0.82,0.09,0.09,80017,90,124,47,3,8,1
2025-09-05,9,33,42,True,False,261,1.66,Thunder,Boys Like Girls,Boys Like Girls,26,26,1,130,78,2,41141100,7194,10165500,0.86,0.1,0.04,167321,210,29,21,9,19,1
2025-09-05,10,31,41,False,False,256,1.61,21 Guns,Green Day,21st Century Breakdown,28,28,1,140,84,2,44063250,7705,12356730,0.86,0.1,0.04,218652,226,29,0,4,44,1
