Week,Position,Rise/Fall,Previous Rank,New Peak?,Re-peak?,Total Weighted Points,%,Song,Artist,Album,Streams,Sales,Airplay,Streams Points,Sales Points,Airplay Points,Streams Units,Sales Units,Airplay Units,Streams %,Sales %,Airplay %,Total Units,Current Week Points,Previous Week Points,Two Weeks Ago Points,Peak,WOC,Peak Streak
2026-01-02,1,1,2,True,False,657,0.82,Mr. Brightside,The Killers,Hot Fuss,65,49,3,325,147,6,98160562,12940,35579250,0.88,0.07,0.05,430794,478,108,69,1,6,1
2026-01-02,2,-1,1,False,False,606,0.24,Blue Valentine,NMIXX,Blue Valentine,44,42,3,220,126,6,57680700,9631,30903120,0.84,0.09,0.07,284711,352,147,106,1,10,6
2026-01-02,3,=,3,False,True,523,1.28,Two Is Better Than One (feat. Taylor Swift),Boys Like Girls,Love Drunk,50,48,3,250,144,6,74208750,12458,34969320,0.85,0.09,0.06,365519,400,68,53,3,17,2
2026-01-02,4,=,4,False,False,465,1.24,After LIKE,IVE,After LIKE,51,47,3,255,141,6,72453150,11678,33478380,0.85,0.09,0.06,349965,402,62,0,1,63,5
2026-01-02,5,7,12,True,False,420,1.98,I'll Believe in Anything,Wolf Parade,Apologies to the Queen Mary,46,44,3,230,132,6,64818600,10844,33207300,0.84,0.09,0.07,319641,368,42,8,5,3,1
2026-01-02,6,2,8,False,False,410,1.37,Supermassive Black Hole,Muse,Black Holes and Revelations,38,38,1,190,114,2,53655525,9384,11091690,0.87,0.1,0.03,265188,306,51,51,3,6,2
2026-01-02,7,3,10,False,False,397,1.72,Boss of Me,They Might Be Giants,Mink Car,38,38,1,190,114,2,50802675,8886,10504350,0.87,0.1,0.03,251174,306,43,46,4,6,2
2026-01-02,8,42,50,True,False,390,5.72,My Own Worst Enemy,Lit,A Place in the Sun,48,42,3,240,126,6,62508600,9567,30699810,0.85,0.08,0.07,295554,372,17,0,8,2,1
2026-01-02,9,NEW,--,True,False,360,--,WHERE IS MY HUSBAND!,RAYE,WHERE IS MY HUSBAND!,46,40,5,230,120,10,64951425,9878,55458450,0.81,0.08,0.11,313404,360,0,0,9,1,1
2026-01-02,10,14,24,False,False,354,2.4,As you Wish,WJSN,As You Wish,40,40,1,200,120,2,52783500,9233,10368810,0.87,0.1,0.03,260819,322,31,0,1,26,1
2026-01-02,11,16,27,False,False,345,2.38,Thnks fr th Mmrs,Fall Out Boy,Infinity on High,39,39,1,195,117,2,56756700,9926,11430540,0.87,0.1,0.03,280371,314,30,0,8,22,2
2026-01-02,12,23,35,True,False,323,2.94,Stateside,PinkPantheress,Fancy That,37,37,1,185,111,2,58119600,10163,12334140,0.87,0.1,0.03,287175,298,24,0,12,7,1
2026-01-02,13,33,46,True,False,308,4.31,She's Got A Boyfriend Now,Boys Like Girls,Love Drunk,36,36,1,180,108,2,54365850,9507,11859750,0.87,0.1,0.03,268786,290,17,0,13,2,1
2026-01-02,14,53,67,True,False,305,5.1,Chemicals Collide,Boys Like Girls,Love Drunk,36,36,1,180,108,2,49376250,8636,10775430,0.87,0.1,0.03,244258,290,15,0,14,2,1
2026-01-02,15,37,52,True,False,300,4.17,Heart Heart Heartbreak,Boys Like Girls,Love Drunk,35,35,1,175,105,2,49722750,8696,11159460,0.87,0.1,0.03,246015,282,17,0,15,2,1
2026-01-02,16,=,16,False,False,233,0.78,Down,blink-182,blink-182,24,14,5,120,42,10,35204400,3591,57604500,0.75,0.05,0.2,153811,172,39,20,1,43,7
2026-01-02,17,-11,6,False,False,218,0.14,The Fate of Ophelia,Taylor Swift,The Life of a Showgirl,20,10,5,100,30,10,26911500,2353,52860600,0.73,0.04,0.23,114905,140,57,20,3,14,3
2026-01-02,18,3,21,False,False,214,0.84,Always,blink-182,blink-182,19,15,3,95,45,6,24688125,3409,30632040,0.78,0.07,0.15,117327,146,34,32,3,46,1
2026-01-02,19,-4,15,False,False,184,0.35,Iris,Goo Goo Dolls,Dizzy Up the Girl,14,10,3,70,30,6,20495475,2560,34494930,0.74,0.06,0.2,96390,106,40,36,2,32,1
2026-01-02,20,-11,9,False,False,175,0.14,2 hands,Tate McRae,So Close to What,12,12,1,60,36,2,16250849,2842,10639890,0.82,0.09,0.09,82600,98,45,30,1,43,2
2026-01-02,21,5,26,True,False,171,0.66,All the Things She Said,t.A.T.u.,200 KM/H In The Wrong Lane (10th Anniversary Edition),17,11,5,85,33,10,26212725,2966,60541200,0.69,0.05,0.26,124047,128,30,11,21,3,1
2026-01-02,22,-17,5,False,False,158,-0.22,THIS IS FOR,TWICE,THIS IS FOR,5,5,1,25,15,2,6540187,1144,10278450,0.73,0.08,0.18,35112,42,60,54,3,19,1
2026-01-02,23,-4,19,False,False,147,0.2,Fortnight (feat. Post Malone),Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,10,6,5,50,18,10,13080375,1372,51392250,0.59,0.04,0.37,67032,78,36,31,10,21,1
2026-01-02,24,-10,14,False,False,144,0.03,Sports car,Tate McRae,So Close to What,10,6,3,50,18,6,13455750,1412,31716359,0.69,0.05,0.26,62376,74,42,27,1,43,4
